image,caption
data/images/244910177_7c4ec3f65b.jpg,Women walk down a buzy sidewalk .
data/images/244910177_7c4ec3f65b.jpg,Women walking down the street .
data/images/2449289139_08fc1092c1.jpg,A black and tan dog is running along a series of stone walkways spaced between grass .
data/images/2449289139_08fc1092c1.jpg,A dog running .
data/images/2449289139_08fc1092c1.jpg,A dog running in a park .
data/images/2449289139_08fc1092c1.jpg,Dog running down paved walkway near a Japanese maple tree .
data/images/2449289139_08fc1092c1.jpg,The dog runs in the park .
data/images/2449446913_28fa5b7c75.jpg,A group of baseball players wearing blue uniforms walk across the grass .
data/images/2449446913_28fa5b7c75.jpg,A men 's baseball team leaving the field
data/images/2449446913_28fa5b7c75.jpg,"A team of baseball players in blue uniforms , walking together on field ."
data/images/2449446913_28fa5b7c75.jpg,"Group of people on a ball team wearing blue and white uniforms some of gloves on their hands one is wearing red shoes , tall trees are in the background ."
data/images/2449446913_28fa5b7c75.jpg,Twelve members of a baseball team walk across the diamond .
data/images/2449518585_113dc4a8e5.jpg,A girl swings on a nice day .
data/images/2449518585_113dc4a8e5.jpg,Child in a striped shirt is swinging from a rope swing .
data/images/2449518585_113dc4a8e5.jpg,Girl swinging on a swing outside in a wooded area .
data/images/2449518585_113dc4a8e5.jpg,The blonde girl with the blue stripe shirt is swinging .
data/images/2449518585_113dc4a8e5.jpg,The young girl is on a swing outdoors .
data/images/2449552677_ee78f01bae.jpg,A man in a wheelchair riding to the park .
data/images/2449552677_ee78f01bae.jpg,A person in a wheelchair is on a sidewalk .
data/images/2449552677_ee78f01bae.jpg,a person wearing a knit cap riding in a wheelchair along a seidwalk outside of a building .
data/images/2449552677_ee78f01bae.jpg,"A person with a brown hat and black jacket is in a wheelchair crossing in front of a sign that says "" park "" ."
data/images/2449552677_ee78f01bae.jpg,The handicapped man wheels past the parking lot .
data/images/2450299735_62c095f40e.jpg,A child slides down a slide and into the water .
data/images/2450299735_62c095f40e.jpg,A girl sliding into a pool
data/images/2450299735_62c095f40e.jpg,A little girl in a white shirt sliding down a green slide splashing into a blue baby pool .
data/images/2450299735_62c095f40e.jpg,A little girl splashes in a pool of water .
data/images/2450299735_62c095f40e.jpg,Little girl slides down in the pool .
data/images/2450453051_f1d4a78ab4.jpg,A black and white dog catches flying discs thrown by a man .
data/images/2450453051_f1d4a78ab4.jpg,a black a white dog catching Frisbees thrown by a man in a white shirt
data/images/2450453051_f1d4a78ab4.jpg,A dog jumps for a Frisbee at the Purina Incredible Dog Challenge .
data/images/2450453051_f1d4a78ab4.jpg,A man is throwing freesbies into the air and the border collie is catching them in the air .
data/images/2450453051_f1d4a78ab4.jpg,Man in white shirt tossing Frisbee for black and white dog who has a white Frisbee in its mouth .
data/images/2450486758_a66fd296ea.jpg,A dog with a Frisbee jumps over a man
data/images/2450486758_a66fd296ea.jpg,A large crowd of people are sitting watching a dog jump high up to catch a Frisbee with a man standing under the dog looking up at it .
data/images/2450486758_a66fd296ea.jpg,A man ducks down as a dog flies over his head to fetch a Frisbee .
data/images/2450486758_a66fd296ea.jpg,A white dog in a blue leaps over a man in a blue outfit with yellow stars in order to catch a Frisbee whilst people stand by and watch .
data/images/2450486758_a66fd296ea.jpg,Man and jumping dog perform Frisbee act for crowd at outdoor event .
data/images/2451114871_8617ae2f16.jpg,Dogs run at a dog racetrack .
data/images/2451114871_8617ae2f16.jpg,Dogs with muzzles are racing around a sandy track .
data/images/2451114871_8617ae2f16.jpg,"Four dogs in blue , green , red and black jerseys are racing ."
data/images/2451114871_8617ae2f16.jpg,Four dogs race around a turn .
data/images/2451114871_8617ae2f16.jpg,Greyhounds racing chasing a mechanical rabbit around the track .
data/images/2451285022_59255e7fd9.jpg,A man holds his brown dog back from jumping in the water .
data/images/2451285022_59255e7fd9.jpg,A man in a white shirt is leaning over a brown dog in an orange collar .
data/images/2451285022_59255e7fd9.jpg,A man is crouching down holding on to his large brown dog .
data/images/2451285022_59255e7fd9.jpg,a man standing behind a black dog with a red collar
data/images/2451285022_59255e7fd9.jpg,The man wearing a tan hat and white shirt holds his brown dog which is wearing an orange collar .
data/images/2451988767_244bff98d1.jpg,a boy with his leg wrapped in blue tape
data/images/2451988767_244bff98d1.jpg,"A little boy with his leg covered in painters tape , his brother wearing a superman cape ."
data/images/2451988767_244bff98d1.jpg,Boy with blue cast sits with a boy in an orange cape .
data/images/2451988767_244bff98d1.jpg,One boy has his leg wrapped in blue material and the other boy is wearing a red cape .
data/images/2451988767_244bff98d1.jpg,two kids playing super heroes
data/images/2452238877_2340609c6e.jpg,A dog jumps off a wooden porch .
data/images/2452238877_2340609c6e.jpg,A gold dog jumping off a wooden porch .
data/images/2452238877_2340609c6e.jpg,A golden retriever is jumping off a wooden porch
data/images/2452238877_2340609c6e.jpg,A Golden Retriever jumping off a wood porch .
data/images/2452238877_2340609c6e.jpg,Brown dog jumping off of a deck .
data/images/2452334314_a7c443a787.jpg,An equestrian and horse make a jump on a course .
data/images/2452334314_a7c443a787.jpg,A rider on a white horse is in the middle of a jump over a hurdle .
data/images/2452334314_a7c443a787.jpg,A show jumper wearing a blue helmet rides a white horse over wooden fence that is decorated with red and yellow flowers .
data/images/2452334314_a7c443a787.jpg,The rider is practicing jumps on a beautiful white horse .
data/images/2452334314_a7c443a787.jpg,White horse with jockey jumps a barrier
data/images/245252561_4f20f1c89e.jpg,A black animal and a white animal in motion in close quarters .
data/images/245252561_4f20f1c89e.jpg,A black dog and a white dog playing in the street .
data/images/245252561_4f20f1c89e.jpg,A black dog and a white dog play in the street together .
data/images/245252561_4f20f1c89e.jpg,"A black , shaggy haired dog is playing with a brown and white , fluffy dog on the gravel ."
data/images/245252561_4f20f1c89e.jpg,Two dogs are playing together on the pavement .
data/images/2452686995_621878f561.jpg,A beautiful waterfall with two people walking on the road beside it .
data/images/2452686995_621878f561.jpg,A beautiful waterfall flows down the side of a mossy rock wall .
data/images/2452686995_621878f561.jpg,A waterfall cascades into a shallow pool .
data/images/2452686995_621878f561.jpg,A waterfall splashes into a pool at the bottom of a steep grassy hill .
data/images/2452686995_621878f561.jpg,Two people travel down a path going though a woods with a giant waterfall .
data/images/2453318633_550228acd4.jpg,A brown and black dog is jumping through a ring of fire .
data/images/2453318633_550228acd4.jpg,a brown and black dog jumping through a hoop of fire
data/images/2453318633_550228acd4.jpg,A dog jumping through a ring of fire .
data/images/2453318633_550228acd4.jpg,A German shepherd is jumping through a ring on fire .
data/images/2453318633_550228acd4.jpg,A tan and black dog leaps through a burning hoop on a field .
data/images/2453891449_fedb277908.jpg,A white dog chasing a black dog across the grass .
data/images/2453891449_fedb277908.jpg,A white dog is following a black dog through the grassy area .
data/images/2453891449_fedb277908.jpg,"There are two dogs , black and white , and the black one is jumping ."
data/images/2453891449_fedb277908.jpg,"Two dogs running in a grassy , fenced in area surrounded by trees ."
data/images/2453891449_fedb277908.jpg,Two dogs running through a yard with a forest in the distance .
data/images/2453971388_76616b6a82.jpg,Two girls running through pool while water sprays over them
data/images/2453971388_76616b6a82.jpg,Two girls run through a sprinkler in a pool .
data/images/2453971388_76616b6a82.jpg,Two smiling little girls playing in a fountain with other people .
data/images/2453971388_76616b6a82.jpg,Two young girls are running through shallow water at a pool .
data/images/2453971388_76616b6a82.jpg,Two young girls run through a pool while water sprays them .
data/images/2453990033_df53f0d8c8.jpg,A girl in red jumps across a path .
data/images/2453990033_df53f0d8c8.jpg,A girls in a red sweatsuit leaps through the air .
data/images/2453990033_df53f0d8c8.jpg,"A young girl dressed in a red hoodie , red pants and red sneakers in a midair front split pose ."
data/images/2453990033_df53f0d8c8.jpg,Girl in red jumping up
data/images/2453990033_df53f0d8c8.jpg,The girl in the bright red outfit is skipping across the path .
data/images/245442617_407eba1e98.jpg,A girl in black tank top catches a fish .
data/images/245442617_407eba1e98.jpg,A woman holds a fish up that is connected to her fishing pole .
data/images/245442617_407eba1e98.jpg,A woman in a black bathing suit holds up a fish .
data/images/245442617_407eba1e98.jpg,A young woman holds up a fish she caught .
data/images/245442617_407eba1e98.jpg,The woman is holding up the line with the fish that she caught in the lake with her bamboo fishing pole .
data/images/2455286250_fb6a66175a.jpg,A boy throws a soccer ball from the sidelines in a soccer game .
data/images/2455286250_fb6a66175a.jpg,A child holding a soccer ball over his head .
data/images/2455286250_fb6a66175a.jpg,A child holds a soccer ball above their head while a group of seated people watch .
data/images/2455286250_fb6a66175a.jpg,A child holds a soccer ball while people watch .
data/images/2455286250_fb6a66175a.jpg,A girl in a sports outfit balances a soccer ball on her head .
data/images/2455528149_6c3477fd33.jpg,A delivery man is passing by two people at an art gallery .
data/images/2455528149_6c3477fd33.jpg,A man and woman are looking at artwork that is on easels and clipped to a fencing wall .
data/images/2455528149_6c3477fd33.jpg,A man with a basket is walking through an are gallery .
data/images/2455528149_6c3477fd33.jpg,People admiring paintings on the street .
data/images/2455528149_6c3477fd33.jpg,Some people are looking at pictures at an art gallery .
data/images/2456030728_d3d147e774.jpg,A little girl with a blue bow holding a plushie while picking her nose .
data/images/2456030728_d3d147e774.jpg,A little girl with a ribbon in her hair is picking her nose .
data/images/2456030728_d3d147e774.jpg,An asian girl with a finger up her nose .
data/images/2456030728_d3d147e774.jpg,A young girl picks her nose .
data/images/2456030728_d3d147e774.jpg,Young asian girl with blue hair ribbon picking nose .
data/images/2456615908_59cdac6605.jpg,A black dog carries a bird in its mouth as it jumps over a fence .
data/images/2456615908_59cdac6605.jpg,a black dog jumping a wire fence with a dead bird in his mouth .
data/images/2456615908_59cdac6605.jpg,"A dog , holding a bird in its mouth , jumping a fence ."
data/images/2456615908_59cdac6605.jpg,A dog trying to jump a wire fence with something in his mouth .
data/images/2456615908_59cdac6605.jpg,The black dog is jumping over a fence with a bird in its mouth .
data/images/2456907314_49bc4591c4.jpg,A man is docking a boat
data/images/2456907314_49bc4591c4.jpg,A man is using a long pole to push two boats apart .
data/images/2456907314_49bc4591c4.jpg,A man on a boat is using a large stick to push another boat away .
data/images/2456907314_49bc4591c4.jpg,A man on a fishing boat pushing a wooden pole into the water .
data/images/2456907314_49bc4591c4.jpg,A man standing on a boat is pulling another boat close by with a bamboo stick .
data/images/2457052334_b5a1d99048.jpg,A boy with a red shirt climbs a large rock while a man with a red shirt helps him .
data/images/2457052334_b5a1d99048.jpg,A man climbing the face of a rock .
data/images/2457052334_b5a1d99048.jpg,a man stands at the bottom of a rock face whist another man climbs up it .
data/images/2457052334_b5a1d99048.jpg,a person climbing a large rock with another person on the ground helping
data/images/2457052334_b5a1d99048.jpg,Man helps another person reach the top of a rock they are climbing .
data/images/2458006588_754c4aa09c.jpg,A black and brown dog is wearing a blue color and is standing over water .
data/images/2458006588_754c4aa09c.jpg,A black and brown dog standing on a beam above water .
data/images/2458006588_754c4aa09c.jpg,A black dog is standing on an iron girder that bridges the river .
data/images/2458006588_754c4aa09c.jpg,A dog is standing on a metal beam alertly looking at something .
data/images/2458006588_754c4aa09c.jpg,A dog on a girder with a river bank in the background .
data/images/2458033289_f0616879df.jpg,A man in a hat standing in front of a tire shop .
data/images/2458033289_f0616879df.jpg,A man standing in front of a garage .
data/images/2458033289_f0616879df.jpg,A man with a beard stands in front of a used tires business .
data/images/2458033289_f0616879df.jpg,The man at the used tire shop has a white beard .
data/images/2458033289_f0616879df.jpg,The man with a white beard and blue cap is standing in the doorway of a workshop .
data/images/2458269558_277012780d.jpg,a blonde boy in a white and orange t-shirt is playing on a swing .
data/images/2458269558_277012780d.jpg,A boy in a surfing shirt is swinging on a swing .
data/images/2458269558_277012780d.jpg,A child is smiling while being on a swing .
data/images/2458269558_277012780d.jpg,A little boy swings at the playground .
data/images/2458269558_277012780d.jpg,Young child swinging on a swing .
data/images/2458862292_466a920ee2.jpg,a african american stands by his car .
data/images/2458862292_466a920ee2.jpg,"A man stands at the wheel of a classic american car , door and trunk open ."
data/images/2458862292_466a920ee2.jpg,A man stands next to a car .
data/images/2458862292_466a920ee2.jpg,Man in blue shirt stands outside the car .
data/images/2458862292_466a920ee2.jpg,The man in the blue is posing for a picture next to his car .
data/images/245895500_a4eb97af02.jpg,A man is fly fishing Alon in a stream .
data/images/245895500_a4eb97af02.jpg,A man is wading in a river .
data/images/245895500_a4eb97af02.jpg,Man fly fishing in a small river with steam in the background .
data/images/245895500_a4eb97af02.jpg,Person fishing in river .
data/images/245895500_a4eb97af02.jpg,The man is standing in the river next to smoking grass .
data/images/2460126267_0deea8b645.jpg,A boy standing on a football field with a colored ball .
data/images/2460126267_0deea8b645.jpg,A little boy in orange kicking a soccer ball .
data/images/2460126267_0deea8b645.jpg,A little boy stands at a football field and prepares to kick a child 's play ball .
data/images/2460126267_0deea8b645.jpg,"An orange shirted boy looks to the side , as he faces the rainbow colored soccer ball on the chalk striped field ."
data/images/2460126267_0deea8b645.jpg,A young boy wearing an orange uniform stands on the field near a colorful ball .
data/images/2460134050_06de9f5c4a.jpg,A blurred image of a black and white dog running through the grass .
data/images/2460134050_06de9f5c4a.jpg,A dog is running through a field .
data/images/2460134050_06de9f5c4a.jpg,A large white and black dog is running very fast through the grass .
data/images/2460134050_06de9f5c4a.jpg,The black and white spotted dog is running outside .
data/images/2460134050_06de9f5c4a.jpg,The dog is running while looking up
data/images/2460159430_71ab1aacfa.jpg,A brown dog races through a field .
data/images/2460159430_71ab1aacfa.jpg,a brown dog running through the tall grass .
data/images/2460159430_71ab1aacfa.jpg,"A dog running in long grass , a housing development behind it ."
data/images/2460159430_71ab1aacfa.jpg,A tan dog is bounding through grass .
data/images/2460159430_71ab1aacfa.jpg,Two dogs running through tall grass .
data/images/246041128_bedb09ed74.jpg,A girl with blonde hair and a black shirt .
data/images/246041128_bedb09ed74.jpg,A woman sits at an outdoor cafe table with really big blond hair .
data/images/246041128_bedb09ed74.jpg,A woman who is wearing red lipstick and has curly hair sits at a table .
data/images/246041128_bedb09ed74.jpg,A woman with bright red lipstick and big blonde hair sitting at an outside cafe
data/images/246041128_bedb09ed74.jpg,A woman with thick curly blond hair sits outdoors at a table .
data/images/2460477085_088e25f857.jpg,A man and two boys are bouncing on a trampoline .
data/images/2460477085_088e25f857.jpg,A man and two boys jump on a trampoline .
data/images/2460477085_088e25f857.jpg,A man and two small boys jump on a trampoline .
data/images/2460477085_088e25f857.jpg,The man and two young boys jump on a trampoline .
data/images/2460477085_088e25f857.jpg,Three males are jumping on a trampoline outside .
data/images/246055693_ccb69ac5c6.jpg,A blond dog runs down a flight of stairs to the backyard .
data/images/246055693_ccb69ac5c6.jpg,A dog jumps off the stairs .
data/images/246055693_ccb69ac5c6.jpg,A tan dog runs down a wooden staircase to the green grass .
data/images/246055693_ccb69ac5c6.jpg,A yellow dog is jumping across a grassy yard in front of a wooden deck .
data/images/246055693_ccb69ac5c6.jpg,A yellow dog jumping off of a porch .
data/images/2460797929_66446c13db.jpg,A group of 6 boys are wearing yellow life vests and are on a make-shift raft .
data/images/2460797929_66446c13db.jpg,A group of people on a boat .
data/images/2460797929_66446c13db.jpg,Boys in life jackets on a watercraft .
data/images/2460797929_66446c13db.jpg,Several young people in life jackets are sitting on something floating in water .
data/images/2460797929_66446c13db.jpg,The boys in life jackets smile and laugh while riding in a boat .
data/images/2460799229_ce45a1d940.jpg,asian boys play on a raft in a lake
data/images/2460799229_ce45a1d940.jpg,The three boys who are wearing life jackets are looking into the water .
data/images/2460799229_ce45a1d940.jpg,Three boys in life jackets float on a raft .
data/images/2460799229_ce45a1d940.jpg,Three boys wearing life jackets are on top of innertube in the water .
data/images/2460799229_ce45a1d940.jpg,Three boys wearing yellow lifevests on a raft on the water .
data/images/2460823604_7f6f786b1c.jpg,A boy baseball player in a green and yellow jersey leaps for the ball .
data/images/2460823604_7f6f786b1c.jpg,A boy chasing a baseball .
data/images/2460823604_7f6f786b1c.jpg,A little boy playing baseball goes for the ball on the ground .
data/images/2460823604_7f6f786b1c.jpg,A young boy dives to catch the ball during a baseball game .
data/images/2460823604_7f6f786b1c.jpg,The boy in the green and yellow shirt has a glove on and is going towards the ball .
data/images/246094557_e174a5914f.jpg,A child throws something for a white dog to catch .
data/images/246094557_e174a5914f.jpg,A girl trains her white dog with treats .
data/images/246094557_e174a5914f.jpg,A little girl plays fetch with a white dog .
data/images/246094557_e174a5914f.jpg,Girl gives treat to jumping dog .
data/images/246094557_e174a5914f.jpg,Little girl throwing food in the air for her white dog to catch .
data/images/2461372011_ebbf513766.jpg,A person and a black dog are walking through the snow .
data/images/2461372011_ebbf513766.jpg,A person climbs a snowy hill while a black dog follows .
data/images/2461372011_ebbf513766.jpg,A person climbs up a snowy hill while their dog follows .
data/images/2461372011_ebbf513766.jpg,A person hiking up a hill in the snow with a dog .
data/images/2461372011_ebbf513766.jpg,The hiker is walking up a snow covered hill with a black dog .
data/images/2461616306_3ee7ac1b4b.jpg,A boy is diving through the air into a swimming pool .
data/images/2461616306_3ee7ac1b4b.jpg,A boy jumps into a pool on a bright sunny day .
data/images/2461616306_3ee7ac1b4b.jpg,a boy jumps into the blue pool water .
data/images/2461616306_3ee7ac1b4b.jpg,A smiling child dives into a pool .
data/images/2461616306_3ee7ac1b4b.jpg,The young boy is jumping into the pool on his belly .
data/images/2461631708_decc5b8c87.jpg,kids in orange life vests on sitting in a black raft
data/images/2461631708_decc5b8c87.jpg,Boys in orange life jackets sitting on raft in water
data/images/2461631708_decc5b8c87.jpg,Five boys are sitting on a grey raft in the lake .
data/images/2461631708_decc5b8c87.jpg,Five boys in life jackets sitting on floating device in a lake
data/images/2461631708_decc5b8c87.jpg,Young boys in orange life vests sit on a raft .
data/images/2461990494_c5ece064cc.jpg,"A man , seen from the back , with his head turned to the side wearing a backpack"
data/images/2461990494_c5ece064cc.jpg,A man wearing a backpack looking to the side .
data/images/2461990494_c5ece064cc.jpg,An adult male wearing a backpack walks and looks to the left .
data/images/2461990494_c5ece064cc.jpg,The man in the backpack looks to his left .
data/images/2461990494_c5ece064cc.jpg,the man is wearing a backpack and sunglasses while walking through an outdoor market .
data/images/2462153092_e3f4d8f6a2.jpg,A girl in purple pants running with two dogs .
data/images/2462153092_e3f4d8f6a2.jpg,A girl is running through a field with a brown dog and white dog running beside her .
data/images/2462153092_e3f4d8f6a2.jpg,A girl running outside with three dogs
data/images/2462153092_e3f4d8f6a2.jpg,A girl runs with dogs in a dry field .
data/images/2462153092_e3f4d8f6a2.jpg,Girl running through a field with a brown dog and a white dog .
data/images/246231741_882b45c4e1.jpg,a dog wearing a yellow collar is bearing his teeth at another dog that is sitting by a tree .
data/images/246231741_882b45c4e1.jpg,A German shepherd is showing its teeth as it growls at another German shepherd .
data/images/246231741_882b45c4e1.jpg,A German shepherd barking at another German shepherd in a forest .
data/images/246231741_882b45c4e1.jpg,Two German sheperds snarling at each other .
data/images/246231741_882b45c4e1.jpg,Two German Sheppard dogs are fighting .
data/images/2462702522_1b25654762.jpg,A little boy kneels and prepares to throw a basketball .
data/images/2462702522_1b25654762.jpg,A little boy starts to toss a mini basketball .
data/images/2462702522_1b25654762.jpg,a little boy throws a basketball .
data/images/2462702522_1b25654762.jpg,A small boy lifts a red and blue ball .
data/images/2462702522_1b25654762.jpg,toddler dressed in blue and red holding blue and red ball
data/images/2463067409_78188c584c.jpg,"A black dog , running on grass ."
data/images/2463067409_78188c584c.jpg,A dog runs through the grass towards the camera .
data/images/2463067409_78188c584c.jpg,A large dog running on grass with a tennis ball in his mouth .
data/images/2463067409_78188c584c.jpg,A large gray dog carrying a ball in its mouth runs across the grass towards the camera .
data/images/2463067409_78188c584c.jpg,The grey dog is jumping through the grass with water in the background .
data/images/2464259416_238ef13a2e.jpg,A black and brown dog and a grey poodle sticking its butt in the air on the sand .
data/images/2464259416_238ef13a2e.jpg,There are two dogs playing in the dirt .
data/images/2464259416_238ef13a2e.jpg,Two bigs dogs play with each other .
data/images/2464259416_238ef13a2e.jpg,Two dogs are playing in the sand .
data/images/2464259416_238ef13a2e.jpg,Two dogs looks at each other while standing on the dirt .
data/images/246508774_1e9885f1b7.jpg,A group at an outdoor party includes a man wearing camouflage pants with neon orange boots and suspenders .
data/images/246508774_1e9885f1b7.jpg,A group of people are standing together outside .
data/images/246508774_1e9885f1b7.jpg,A man with orange boots stands with a few other people .
data/images/246508774_1e9885f1b7.jpg,The girl min the pink top is looking at the man who is wearing orange boots and patterned pants .
data/images/246508774_1e9885f1b7.jpg,There is a woman in a pink shirt holding a can and three other men .
data/images/2465218087_fca77998c6.jpg,A man holding a paddle is standing in front of a yellow kayak .
data/images/2465218087_fca77998c6.jpg,A man is standing in the water with a kayak .
data/images/2465218087_fca77998c6.jpg,A man stands next to his yellow boat in the water .
data/images/2465218087_fca77998c6.jpg,A person in red and blue holding a paddle in front of a yellow canoe in the water .
data/images/2465218087_fca77998c6.jpg,Person standing in the water by a yellow boat with an oar in their hand .
data/images/2465441099_a1761a1757.jpg,A group of young people stand around waiting for something .
data/images/2465441099_a1761a1757.jpg,People are standing around inside and one of them is wearing a fedora and a striped zip hoodie
data/images/2465441099_a1761a1757.jpg,This is a group of people standing around at some sort of event .
data/images/2465441099_a1761a1757.jpg,Youngle people standing together .
data/images/2465441099_a1761a1757.jpg,Young people hang out at a party .
data/images/2465497494_43d74df57c.jpg,A boy plays with sand near green grass .
data/images/2465497494_43d74df57c.jpg,A little boy pours sand from a shovel into a pail .
data/images/2465497494_43d74df57c.jpg,A young boy in a blue shirt pours sand from one container to another .
data/images/2465497494_43d74df57c.jpg,A young boy shovels sand into a mold .
data/images/2465497494_43d74df57c.jpg,A young child in a blue shirt is playing with sand
data/images/2465691083_894fc48af6.jpg,A black and brown dog swimming in a lake .
data/images/2465691083_894fc48af6.jpg,A black dog with a brown muzzle swimming in water .
data/images/2465691083_894fc48af6.jpg,A dog swimming in water towards the camera .
data/images/2465691083_894fc48af6.jpg,A large black and tan dog is coming out of the water .
data/images/2465691083_894fc48af6.jpg,Black and tan dog swimming toward shore of pond
data/images/2466093839_33bbc8cbd9.jpg,A little boy quickly pushes another child on a riding toy .
data/images/2466093839_33bbc8cbd9.jpg,Blurry image of one young boy being pushed in a cart by another .
data/images/2466093839_33bbc8cbd9.jpg,One boy is pushing another boy down a street in a doll carriage .
data/images/2466093839_33bbc8cbd9.jpg,One boy is running and pushing another little boy on a toy with wheels on it .
data/images/2466093839_33bbc8cbd9.jpg,Two young kids play and run .
data/images/2466171100_5e60cfcc11.jpg,A black and a tan dog .
data/images/2466171100_5e60cfcc11.jpg,a black dog chasing after a brown and white dog in the grass
data/images/2466171100_5e60cfcc11.jpg,A dog is running away from another dog .
data/images/2466171100_5e60cfcc11.jpg,Two dogs play around in the grass .
data/images/2466171100_5e60cfcc11.jpg,Two dogs play in the grass .
data/images/2466171114_3fa51415a7.jpg,A brown and white dog fetching a toy .
data/images/2466171114_3fa51415a7.jpg,A brown dog is carrying a toy in its mouth .
data/images/2466171114_3fa51415a7.jpg,A dog running though a grassy field .
data/images/2466171114_3fa51415a7.jpg,Brown dog with objest in mouth moving toward camera .
data/images/2466171114_3fa51415a7.jpg,The brown dog with the white chest is carrying a ball .
data/images/2466420387_86fe77c966.jpg,A woman wearing a bathing suit points in a case as another looks on .
data/images/2466420387_86fe77c966.jpg,A young woman in a bikini looking at something in a glass case .
data/images/2466420387_86fe77c966.jpg,Two girls lean over and look at something in a case .
data/images/2466420387_86fe77c966.jpg,two woman looking into a glass case .
data/images/2466420387_86fe77c966.jpg,Two women are looking into a glass case .
data/images/2466495935_623b144183.jpg,A blue and white soccer team playing against each other .
data/images/2466495935_623b144183.jpg,kids running after soccer ball in their game
data/images/2466495935_623b144183.jpg,Two boys playing soccer go after a ball .
data/images/2466495935_623b144183.jpg,Two soccer ball players are chasing after the ball .
data/images/2466495935_623b144183.jpg,Young boys playing soccer .
data/images/2467803152_70eeca1334.jpg,"A big brown dog runs with a stick in his mouth , and a big black down runs behind him ."
data/images/2467803152_70eeca1334.jpg,A black dog and a brown dog with a stick in his mouth are running in the field .
data/images/2467803152_70eeca1334.jpg,A brown dog runs with a stick in its mouth and a black dog follows .
data/images/2467803152_70eeca1334.jpg,A dog running with a stick in its mouth .
data/images/2467803152_70eeca1334.jpg,"Two dogs are running , one of them has a stick in its mouth ."
data/images/2467821766_0510c9a2d1.jpg,A group of four hiking through a snowy forest .
data/images/2467821766_0510c9a2d1.jpg,A group of people are backpacking through the woods and snow .
data/images/2467821766_0510c9a2d1.jpg,A group of people hike through a snowy wooded area .
data/images/2467821766_0510c9a2d1.jpg,Four hikers hike on trail through snow .
data/images/2467821766_0510c9a2d1.jpg,People walking in a line with backpacks are using a trail through the trees .
data/images/2467850190_07a74d89b7.jpg,A dog and a person look under the shelf .
data/images/2467850190_07a74d89b7.jpg,A dog and a woman bending over .
data/images/2467850190_07a74d89b7.jpg,A woman and a dog both kneel with their heads down and butt in the air .
data/images/2467850190_07a74d89b7.jpg,a woman and a dog both with the butts turned towards the camera
data/images/2467850190_07a74d89b7.jpg,The backs of a woman and a dog .
data/images/2467853482_17009933e8.jpg,A boy blowing bubbles .
data/images/2467853482_17009933e8.jpg,A boy in a blue shirt blows bubbles .
data/images/2467853482_17009933e8.jpg,A boy in blue is blowing bubbles .
data/images/2467853482_17009933e8.jpg,A boy is blowing bubbles
data/images/2467853482_17009933e8.jpg,A young boy wearing a blue shirt blows bubbles .
data/images/2467856402_0490413d38.jpg,A big brother helps a little sister blow bubbles .
data/images/2467856402_0490413d38.jpg,A boy helping a younger girl blow bubbles .
data/images/2467856402_0490413d38.jpg,A girl in a black shirt blowing bubbles .
data/images/2467856402_0490413d38.jpg,A little girl is blowing bubbles through a yellow hoop .
data/images/2467856402_0490413d38.jpg,A little girl with blonde hair and a blue shirt is blowing bubbles outside with someone .
data/images/246901891_4c4ea49c3a.jpg,A man in a yellow shirt walks past a tree on the sidewalk .
data/images/246901891_4c4ea49c3a.jpg,A man in yellow holding a coffee is walking on the sidewalk .
data/images/246901891_4c4ea49c3a.jpg,A man steps onto a sidewalk .
data/images/246901891_4c4ea49c3a.jpg,a man wearing a yellow shirt and carrying coffee walking onto the sidewalk
data/images/246901891_4c4ea49c3a.jpg,Man walking fast with coffee in hand down the sidewalk .
data/images/2469351714_d72becd21e.jpg,A child is leaping into the air from a sand dune near the beach .
data/images/2469351714_d72becd21e.jpg,A girl jumping high off of the sand .
data/images/2469351714_d72becd21e.jpg,A girl jumping on a sand dune at the ocean .
data/images/2469351714_d72becd21e.jpg,A young girl jumping in the sand on the beach
data/images/2469351714_d72becd21e.jpg,The little girl jumps up into the air with the sand beneath her .
data/images/2469498117_b4543e1460.jpg,A dog races while wearing number 6 .
data/images/2469498117_b4543e1460.jpg,A greyhound wearing a muzzle and the number six on a yellow jacket is running on a dog track .
data/images/2469498117_b4543e1460.jpg,a muzzle greyhound dog running on a track
data/images/2469498117_b4543e1460.jpg,A tan greyhound wearing a gold shirt with a number on it runs down a track .
data/images/2469498117_b4543e1460.jpg,muxzzled greyhound leaping in race with yellow jacket .
data/images/2469620360_6c620c6f35.jpg,A lady stands in a field of tulips looking unamused .
data/images/2469620360_6c620c6f35.jpg,A woman is standing in a field of tulips holding onto a coat and cellphone .
data/images/2469620360_6c620c6f35.jpg,A woman stands in a field of flowers .
data/images/2469620360_6c620c6f35.jpg,The woman is standing in a field of colorful tulips .
data/images/2469620360_6c620c6f35.jpg,Woman standing in a field of tulips
data/images/2470486377_c3a39ccb7b.jpg,A boy in a black shirt punches a yellow punching bag while a boy in a blue sweatshirt holds the bag .
data/images/2470486377_c3a39ccb7b.jpg,Many children playing outside in the grass practicing punching .
data/images/2470486377_c3a39ccb7b.jpg,Some kids play outside on a nice day .
data/images/2470486377_c3a39ccb7b.jpg,The boy in the black sweatshirt is hitting the yellow object held by the boy in the blue sweatshirt .
data/images/2470486377_c3a39ccb7b.jpg,Two boys talk on a field near palm trees .
